comment,likes,cleaned,case_folded,tokenized,stopword_removed,stemmed,final_text,komentar_bersih,label
isinya kok lapar semua yh,0,isinya kok lapar semua yh,isinya kok lapar semua yh,"['isinya', 'kok', 'lapar', 'semua', 'yh']","['isinya', 'lapar', 'yh']","['isi', 'lapar', 'yh']",isi lapar yh,isi lapar yh,Negatif
Akhirnya makan,0,Akhirnya makan,akhirnya makan,"['akhirnya', 'makan']",['makan'],['makan'],makan,makan,Positif
"akhirnya aku makan,meskipun jadi rangkap makan malam",1,akhirnya aku makanmeskipun jadi rangkap makan malam,akhirnya aku makanmeskipun jadi rangkap makan malam,"['akhirnya', 'aku', 'makanmeskipun', 'jadi', 'rangkap', 'makan', 'malam']","['makanmeskipun', 'rangkap', 'makan', 'malam']","['makanmeskipun', 'rangkap', 'makan', 'malam']",makanmeskipun rangkap makan malam,makanmeskipun rangkap makan malam,Netral
tau kan kenapa mereka sepupuan? wkwk,0,tau kan kenapa mereka sepupuan wkwk,tau kan kenapa mereka sepupuan wkwk,"['tau', 'kan', 'kenapa', 'mereka', 'sepupuan', 'wkwk']","['tau', 'sepupuan', 'wkwk']","['tau', 'sepupu', 'wkwk']",tau sepupu wkwk,tau sepupu wkwk,Netral
Asek,0,Asek,asek,['asek'],['asek'],['asek'],asek,asek,Positif
ninggalin jejak sebelum podcast keluarga artis masuk ke keajaiban dunia ❤❤,29,ninggalin jejak sebelum podcast keluarga artis masuk ke keajaiban dunia,ninggalin jejak sebelum podcast keluarga artis masuk ke keajaiban dunia,"['ninggalin', 'jejak', 'sebelum', 'podcast', 'keluarga', 'artis', 'masuk', 'ke', 'keajaiban', 'dunia']","['ninggalin', 'jejak', 'podcast', 'keluarga', 'artis', 'masuk', 'keajaiban', 'dunia']","['ninggalin', 'jejak', 'podcast', 'keluarga', 'artis', 'masuk', 'ajaib', 'dunia']",ninggalin jejak podcast keluarga artis masuk ajaib dunia,ninggalin jejak podcast keluarga artis masuk ajaib dunia,Netral
yayyyyy,0,yayyyyy,yayyyyy,['yayyyyy'],['yayyyyy'],['yayyyyy'],yayyyyy,yayyyyy,Positif
"<a href=""http://www.youtube.com/results?search_query=%23indonesiaemas"">#IndonesiaEmas</a> dimulai dari podcast berdaging ini",55,dimulai dari podcast berdaging ini,dimulai dari podcast berdaging ini,"['dimulai', 'dari', 'podcast', 'berdaging', 'ini']","['podcast', 'berdaging']","['podcast', 'daging']",podcast daging,podcast daging,Positif
ANJIRRRR BENERANN SAMAA TGL LAHIRNYAA,0,ANJIRRRR BENERANN SAMAA tanggal LAHIRNYAA,anjirrrr benerann samaa tanggal lahirnyaa,"['anjirrrr', 'benerann', 'samaa', 'tanggal', 'lahirnyaa']","['anjirrrr', 'benerann', 'samaa', 'tanggal', 'lahirnyaa']","['anjirrrr', 'benerann', 'samaa', 'tanggal', 'lahirnyaa']",anjirrrr benerann samaa tanggal lahirnyaa,anjirrrr benerann samaa tanggal lahirnyaa,Netral
lucu bngt kembar 1 mei 😋🫶🏻,0,lucu bngt kembar 1 mei,lucu bngt kembar 1 mei,"['lucu', 'bngt', 'kembar', '1', 'mei']","['lucu', 'bngt', 'kembar', '1', 'mei']","['lucu', 'bngt', 'kembar', '1', 'mei']",lucu bngt kembar 1 mei,lucu bngt kembar 1 mei,Positif
only a genius can understand this episode,0,only a genius can understand this episode,only a genius can understand this episode,"['only', 'a', 'genius', 'can', 'understand', 'this', 'episode']","['only', 'a', 'genius', 'can', 'understand', 'this', 'episode']","['only', 'a', 'genius', 'can', 'understand', 'this', 'episode']",only a genius can understand this episode,only a genius can understand this episode,Netral
Alhamdulillah akhirnya makan,0,Alhamdulillah akhirnya makan,alhamdulillah akhirnya makan,"['alhamdulillah', 'akhirnya', 'makan']","['alhamdulillah', 'makan']","['alhamdulillah', 'makan']",alhamdulillah makan,alhamdulillah makan,Positif
pertemuan para kage,0,pertemuan para kage,pertemuan para kage,"['pertemuan', 'para', 'kage']","['pertemuan', 'kage']","['temu', 'kage']",temu kage,temu kage,Positif
Detik detik iq sandy menurun,1,Detik detik iq sandy menurun,detik detik iq sandy menurun,"['detik', 'detik', 'iq', 'sandy', 'menurun']","['detik', 'detik', 'iq', 'sandy', 'menurun']","['detik', 'detik', 'iq', 'sandy', 'turun']",detik detik iq sandy turun,detik detik iq sandy turun,Negatif
Asset negara😇🙏🏼,0,Asset negara,asset negara,"['asset', 'negara']","['asset', 'negara']","['asset', 'negara']",asset negara,asset negara,Positif
azhekk tayang juga,0,azhekk tayang juga,azhekk tayang juga,"['azhekk', 'tayang', 'juga']","['azhekk', 'tayang']","['azhekk', 'tayang']",azhekk tayang,azhekk tayang,Positif
Sandy ngga tertolonggg 😭,0,Sandy ngga tertolonggg,sandy ngga tertolonggg,"['sandy', 'ngga', 'tertolonggg']","['sandy', 'ngga', 'tertolonggg']","['sandy', 'ngga', 'tertolonggg']",sandy ngga tertolonggg,sandy ngga tertolonggg,Negatif
hehe,0,hehe,hehe,['hehe'],['hehe'],['hehe'],hehe,hehe,Positif
real podcast DAGING 🔥,0,real podcast DAGING,real podcast daging,"['real', 'podcast', 'daging']","['real', 'podcast', 'daging']","['real', 'podcast', 'daging']",real podcast daging,real podcast daging,Netral
Cuma di hari minggu jadi orang waras hari lain b aja,0,Cuma di hari minggu jadi orang waras hari lain b aja,cuma di hari minggu jadi orang waras hari lain b aja,"['cuma', 'di', 'hari', 'minggu', 'jadi', 'orang', 'waras', 'hari', 'lain', 'b', 'aja']","['minggu', 'orang', 'waras', 'b', 'aja']","['minggu', 'orang', 'waras', 'b', 'aja']",minggu orang waras b aja,minggu orang waras b aja,Negatif
mihu mihu i love ypu mihu mihu,0,mihu mihu i love ypu mihu mihu,mihu mihu i love ypu mihu mihu,"['mihu', 'mihu', 'i', 'love', 'ypu', 'mihu', 'mihu']","['mihu', 'mihu', 'i', 'love', 'ypu', 'mihu', 'mihu']","['mihu', 'mihu', 'i', 'love', 'ypu', 'mihu', 'mihu']",mihu mihu i love ypu mihu mihu,mihu mihu i love ypu mihu mihu,Positif
"AKHIRNYAA, MAKANAN AKU UDAH DINGIN NUNGGUIN INII",0,AKHIRNYAA MAKANAN AKU UDAH DINGIN NUNGGUIN INII,akhirnyaa makanan aku udah dingin nungguin inii,"['akhirnyaa', 'makanan', 'aku', 'udah', 'dingin', 'nungguin', 'inii']","['akhirnyaa', 'makanan', 'udah', 'dingin', 'nungguin', 'inii']","['akhirnyaa', 'makan', 'udah', 'dingin', 'nungguin', 'ini']",akhirnyaa makan udah dingin nungguin ini,akhirnyaa makan udah dingin nungguin ini,Negatif
kak ak tipes nungguin ini....,0,kak saya tipes nungguin ini,kak saya tipes nungguin ini,"['kak', 'saya', 'tipes', 'nungguin', 'ini']","['kak', 'tipes', 'nungguin']","['kak', 'tipes', 'nungguin']",kak tipes nungguin,kak tipes nungguin,Negatif
yooohh,0,yooohh,yooohh,['yooohh'],['yooohh'],['yooohh'],yooohh,yooohh,Positif
episode bareng temen aktor mana bang,0,episode bareng temen aktor mana bang,episode bareng temen aktor mana bang,"['episode', 'bareng', 'temen', 'aktor', 'mana', 'bang']","['episode', 'bareng', 'temen', 'aktor', 'bang']","['episode', 'bareng', 'temen', 'aktor', 'bang']",episode bareng temen aktor bang,episode bareng temen aktor bang,Netral
pertemuan 1 orang jenius inimah,0,pertemuan 1 orang jenius inimah,pertemuan 1 orang jenius inimah,"['pertemuan', '1', 'orang', 'jenius', 'inimah']","['pertemuan', '1', 'orang', 'jenius', 'inimah']","['temu', '1', 'orang', 'jenius', 'inimah']",temu 1 orang jenius inimah,temu 1 orang jenius inimah,Positif
apa ga tambah daging ini isi potkes wak,2,apa ga tambah daging ini isi potkes wak,apa ga tambah daging ini isi potkes wak,"['apa', 'ga', 'tambah', 'daging', 'ini', 'isi', 'potkes', 'wak']","['ga', 'daging', 'isi', 'potkes', 'wak']","['ga', 'daging', 'isi', 'potkes', 'wak']",ga daging isi potkes wak,ga daging isi potkes wak,Negatif
akhirnya kita bisa makan jugaaa mihu mihuuu,0,akhirnya kita bisa makan jugaaa mihu mihuuu,akhirnya kita bisa makan jugaaa mihu mihuuu,"['akhirnya', 'kita', 'bisa', 'makan', 'jugaaa', 'mihu', 'mihuuu']","['makan', 'jugaaa', 'mihu', 'mihuuu']","['makan', 'jugaaa', 'mihu', 'mihuuu']",makan jugaaa mihu mihuuu,makan jugaaa mihu mihuuu,Positif
mihu mihu ay lop you,0,mihu mihu ay lop you,mihu mihu ay lop you,"['mihu', 'mihu', 'ay', 'lop', 'you']","['mihu', 'mihu', 'ay', 'lop', 'you']","['mihu', 'mihu', 'ay', 'lop', 'you']",mihu mihu ay lop you,mihu mihu ay lop you,Positif
"please undang Vino donggg, si celana gajah🐘🐘",72,please undang Vino donggg si celana gajah,please undang vino donggg si celana gajah,"['please', 'undang', 'vino', 'donggg', 'si', 'celana', 'gajah']","['please', 'undang', 'vino', 'donggg', 'si', 'celana', 'gajah']","['please', 'undang', 'vino', 'donggg', 'si', 'celana', 'gajah']",please undang vino donggg si celana gajah,please undang vino donggg si celana gajah,Netral
apakah pembahasan kali ini sangat berdaging??,0,apakah pembahasan kali ini sangat berdaging,apakah pembahasan kali ini sangat berdaging,"['apakah', 'pembahasan', 'kali', 'ini', 'sangat', 'berdaging']","['pembahasan', 'kali', 'berdaging']","['bahas', 'kali', 'daging']",bahas kali daging,bahas kali daging,Netral
nunggu semenitt,0,nunggu semenitt,nunggu semenitt,"['nunggu', 'semenitt']","['nunggu', 'semenitt']","['nunggu', 'semenitt']",nunggu semenitt,nunggu semenitt,Negatif
udah jam 7 inii,0,udah jam 7 inii,udah jam 7 inii,"['udah', 'jam', '7', 'inii']","['udah', 'jam', '7', 'inii']","['udah', 'jam', '7', 'ini']",udah jam 7 ini,udah jam 7 ini,Netral
"WAW, NIKMAT, APAKAH KITA AKAN MENJADI GURU MATEMATIKA SETELAH MENONTON PODCAST INI? Semoga makanan kita tidak berubah menjadi angka angka matematika.",31,WAW NIKMAT APAKAH KITA AKAN MENJADI GURU MATEMATIKA SETELAH MENONTON PODCAST INI Semoga makanan kita tidak berubah menjadi angka angka matematika,waw nikmat apakah kita akan menjadi guru matematika setelah menonton podcast ini semoga makanan kita tidak berubah menjadi angka angka matematika,"['waw', 'nikmat', 'apakah', 'kita', 'akan', 'menjadi', 'guru', 'matematika', 'setelah', 'menonton', 'podcast', 'ini', 'semoga', 'makanan', 'kita', 'tidak', 'berubah', 'menjadi', 'angka', 'angka', 'matematika']","['waw', 'nikmat', 'guru', 'matematika', 'menonton', 'podcast', 'semoga', 'makanan', 'berubah', 'angka', 'angka', 'matematika']","['waw', 'nikmat', 'guru', 'matematika', 'tonton', 'podcast', 'moga', 'makan', 'ubah', 'angka', 'angka', 'matematika']",waw nikmat guru matematika tonton podcast moga makan ubah angka angka matematika,waw nikmat guru matematika tonton podcast moga makan ubah angka angka matematika,Positif
bang plz up seminggu 2  kali lah minimal :)),0,bang plz up seminggu 2 kali lah minimal,bang plz up seminggu 2 kali lah minimal,"['bang', 'plz', 'up', 'seminggu', '2', 'kali', 'lah', 'minimal']","['bang', 'plz', 'up', 'seminggu', '2', 'kali', 'minimal']","['bang', 'plz', 'up', 'minggu', '2', 'kali', 'minimal']",bang plz up minggu 2 kali minimal,bang plz up minggu 2 kali minimal,Netral
BENCANA ATAU GWENCHANA SANDYY ?,0,BENCANA ATAU GWENCHANA SANDYY,bencana atau gwenchana sandyy,"['bencana', 'atau', 'gwenchana', 'sandyy']","['bencana', 'gwenchana', 'sandyy']","['bencana', 'gwenchana', 'sandyy']",bencana gwenchana sandyy,bencana gwenchana sandyy,Netral
Kenapa di undur jam nya?,0,Kenapa di undur jam nya,kenapa di undur jam nya,"['kenapa', 'di', 'undur', 'jam', 'nya']","['undur', 'jam', 'nya']","['undur', 'jam', 'nya']",undur jam nya,undur jam nya,Netral
sambil makan singkong nihh😂,1,sambil makan singkong nihh,sambil makan singkong nihh,"['sambil', 'makan', 'singkong', 'nihh']","['makan', 'singkong', 'nihh']","['makan', 'singkong', 'nihh']",makan singkong nihh,makan singkong nihh,Netral
"yippie eps 15 bersama kembarannya niky, akhirnya 3 orang ini di satukan. Gak kebayang lucunya gimana😭, podcast isi daging ditambah torch nya dikit ini mah mantap (akhirnya bisa makan).",505,yippie eps 15 bersama kembarannya niky akhirnya 3 orang ini di satukan Gak kebayang lucunya gimana podcast isi daging ditambah torch nya dikit ini mah mantap akhirnya bisa makan,yippie eps 15 bersama kembarannya niky akhirnya 3 orang ini di satukan gak kebayang lucunya gimana podcast isi daging ditambah torch nya dikit ini mah mantap akhirnya bisa makan,"['yippie', 'eps', '15', 'bersama', 'kembarannya', 'niky', 'akhirnya', '3', 'orang', 'ini', 'di', 'satukan', 'gak', 'kebayang', 'lucunya', 'gimana', 'podcast', 'isi', 'daging', 'ditambah', 'torch', 'nya', 'dikit', 'ini', 'mah', 'mantap', 'akhirnya', 'bisa', 'makan']","['yippie', 'eps', '15', 'kembarannya', 'niky', '3', 'orang', 'satukan', 'gak', 'kebayang', 'lucunya', 'gimana', 'podcast', 'isi', 'daging', 'ditambah', 'torch', 'nya', 'dikit', 'mah', 'mantap', 'makan']","['yippie', 'eps', '15', 'kembar', 'niky', '3', 'orang', 'satu', 'gak', 'bayang', 'lucu', 'gimana', 'podcast', 'isi', 'daging', 'tambah', 'torch', 'nya', 'dikit', 'mah', 'mantap', 'makan']",yippie eps 15 kembar niky 3 orang satu gak bayang lucu gimana podcast isi daging tambah torch nya dikit mah mantap makan,yippie eps 15 kembar niky 3 orang satu gak bayang lucu gimana podcast isi daging tambah torch nya dikit mah mantap makan,Positif
live ya inii,0,live ya inii,live ya inii,"['live', 'ya', 'inii']","['live', 'ya', 'inii']","['live', 'ya', 'ini']",live ya ini,live ya ini,Netral
aku kangen adik dan io..,80,aku kangen adik dan io,aku kangen adik dan io,"['aku', 'kangen', 'adik', 'dan', 'io']","['kangen', 'adik', 'io']","['kangen', 'adik', 'io']",kangen adik io,kangen adik io,Positif
mantapp sama sandyy,1,mantapp sama sandyy,mantapp sama sandyy,"['mantapp', 'sama', 'sandyy']","['mantapp', 'sandyy']","['mantapp', 'sandyy']",mantapp sandyy,mantapp sandyy,Positif
mihuuu cepaaatttt apdeettt nyyaaa🤬🤬,0,mihuuu cepaaatttt apdeettt nyyaaa,mihuuu cepaaatttt apdeettt nyyaaa,"['mihuuu', 'cepaaatttt', 'apdeettt', 'nyyaaa']","['mihuuu', 'cepaaatttt', 'apdeettt', 'nyyaaa']","['mihuuu', 'cepaaatttt', 'apdeettt', 'nyyaaa']",mihuuu cepaaatttt apdeettt nyyaaa,mihuuu cepaaatttt apdeettt nyyaaa,Positif
PLISS DAH LAPARRR,0,PLISS DAH LAPARRR,pliss dah laparrr,"['pliss', 'dah', 'laparrr']","['pliss', 'dah', 'laparrr']","['pliss', 'dah', 'laparrr']",pliss dah laparrr,pliss dah laparrr,Positif
YG DITUNGGU TUNGGU NI🎉,0,yang DITUNGGU TUNGGU NI,yang ditunggu tunggu ni,"['yang', 'ditunggu', 'tunggu', 'ni']","['ditunggu', 'tunggu', 'ni']","['tunggu', 'tunggu', 'ni']",tunggu tunggu ni,tunggu tunggu ni,Netral
MIHU MIHU I LOVE YOUU MIHu miHU~,8,MIHU MIHU I LOVE YOUU MIHu miHU,mihu mihu i love youu mihu mihu,"['mihu', 'mihu', 'i', 'love', 'youu', 'mihu', 'mihu']","['mihu', 'mihu', 'i', 'love', 'youu', 'mihu', 'mihu']","['mihu', 'mihu', 'i', 'love', 'youu', 'mihu', 'mihu']",mihu mihu i love youu mihu mihu,mihu mihu i love youu mihu mihu,Positif
belum jadi makan karena podcast nya blm tayang 😔😔😔💪💪,0,belum jadi makan karena podcast nya blm tayang,belum jadi makan karena podcast nya blm tayang,"['belum', 'jadi', 'makan', 'karena', 'podcast', 'nya', 'blm', 'tayang']","['makan', 'podcast', 'nya', 'blm', 'tayang']","['makan', 'podcast', 'nya', 'blm', 'tayang']",makan podcast nya blm tayang,makan podcast nya blm tayang,Negatif
aku laperrr plsss up up up,0,aku laperrr plsss up up up,aku laperrr plsss up up up,"['aku', 'laperrr', 'plsss', 'up', 'up', 'up']","['laperrr', 'plsss', 'up', 'up', 'up']","['laperrr', 'plsss', 'up', 'up', 'up']",laperrr plsss up up up,laperrr plsss up up up,Positif
aku belum makan daritadi 😭😭😭 plis cepet upload,0,aku belum makan daritadi plis cepet upload,aku belum makan daritadi plis cepet upload,"['aku', 'belum', 'makan', 'daritadi', 'plis', 'cepet', 'upload']","['makan', 'daritadi', 'plis', 'cepet', 'upload']","['makan', 'daritadi', 'plis', 'cepet', 'upload']",makan daritadi plis cepet upload,makan daritadi plis cepet upload,Positif
CEPET DONG,0,CEPET DONG,cepet dong,"['cepet', 'dong']",['cepet'],['cepet'],cepet,cepet,Positif
lama ah,0,lama ah,lama ah,"['lama', 'ah']",['ah'],['ah'],ah,ah,Negatif
"sandy coc, sandy cod, kurir",1,sandy coc sandy cod kurir,sandy coc sandy cod kurir,"['sandy', 'coc', 'sandy', 'cod', 'kurir']","['sandy', 'coc', 'sandy', 'cod', 'kurir']","['sandy', 'coc', 'sandy', 'cod', 'kurir']",sandy coc sandy cod kurir,sandy coc sandy cod kurir,Netral
aku ga semangat cuci piring setelah melihat tayangnya jam 7 mksh 🙄😔,8,aku ga semangat cuci piring setelah melihat tayangnya jam 7 mksh,aku ga semangat cuci piring setelah melihat tayangnya jam 7 mksh,"['aku', 'ga', 'semangat', 'cuci', 'piring', 'setelah', 'melihat', 'tayangnya', 'jam', '7', 'mksh']","['ga', 'semangat', 'cuci', 'piring', 'tayangnya', 'jam', '7', 'mksh']","['ga', 'semangat', 'cuci', 'piring', 'tayang', 'jam', '7', 'mksh']",ga semangat cuci piring tayang jam 7 mksh,ga semangat cuci piring tayang jam 7 mksh,Negatif
sok misterius kalian pake waiting list segala 😮‍💨,0,sok misterius kalian pake waiting list segala,sok misterius kalian pake waiting list segala,"['sok', 'misterius', 'kalian', 'pake', 'waiting', 'list', 'segala']","['sok', 'misterius', 'pake', 'waiting', 'list']","['sok', 'misterius', 'pake', 'waiting', 'list']",sok misterius pake waiting list,sok misterius pake waiting list,Negatif
tega banget nge biarin kita sebagai orang orang waras makan cuma  sekali seminggu 😞,0,tega banget nge biarin kita sebagai orang orang waras makan cuma sekali seminggu,tega banget nge biarin kita sebagai orang orang waras makan cuma sekali seminggu,"['tega', 'banget', 'nge', 'biarin', 'kita', 'sebagai', 'orang', 'orang', 'waras', 'makan', 'cuma', 'sekali', 'seminggu']","['tega', 'banget', 'nge', 'biarin', 'orang', 'orang', 'waras', 'makan', 'seminggu']","['tega', 'banget', 'nge', 'biarin', 'orang', 'orang', 'waras', 'makan', 'minggu']",tega banget nge biarin orang orang waras makan minggu,tega banget nge biarin orang orang waras makan minggu,Negatif
di undur lagiiii,0,di undur lagiiii,di undur lagiiii,"['di', 'undur', 'lagiiii']","['undur', 'lagiiii']","['undur', 'lagiiii']",undur lagiiii,undur lagiiii,Negatif
"btw kok mundur ya, katanya jam 4 sore",1,btw kok mundur ya katanya jam 4 sore,btw kok mundur ya katanya jam 4 sore,"['btw', 'kok', 'mundur', 'ya', 'katanya', 'jam', '4', 'sore']","['btw', 'mundur', 'ya', 'jam', '4', 'sore']","['btw', 'mundur', 'ya', 'jam', '4', 'sore']",btw mundur ya jam 4 sore,btw mundur ya jam 4 sore,Netral
mihu mihu mihu,1,mihu mihu mihu,mihu mihu mihu,"['mihu', 'mihu', 'mihu']","['mihu', 'mihu', 'mihu']","['mihu', 'mihu', 'mihu']",mihu mihu mihu,mihu mihu mihu,Netral
tuh kan bener mereka podcast bertiga,0,tuh kan bener mereka podcast bertiga,tuh kan bener mereka podcast bertiga,"['tuh', 'kan', 'bener', 'mereka', 'podcast', 'bertiga']","['tuh', 'bener', 'podcast', 'bertiga']","['tuh', 'bener', 'podcast', 'tiga']",tuh bener podcast tiga,tuh bener podcast tiga,Positif
ayo bang aku udah seminggu ga makan,0,ayo bang aku udah seminggu ga makan,ayo bang aku udah seminggu ga makan,"['ayo', 'bang', 'aku', 'udah', 'seminggu', 'ga', 'makan']","['ayo', 'bang', 'udah', 'seminggu', 'ga', 'makan']","['ayo', 'bang', 'udah', 'minggu', 'ga', 'makan']",ayo bang udah minggu ga makan,ayo bang udah minggu ga makan,Positif
ak nunggu sampe kelaperan,0,saya nunggu sampe kelaperan,saya nunggu sampe kelaperan,"['saya', 'nunggu', 'sampe', 'kelaperan']","['nunggu', 'sampe', 'kelaperan']","['nunggu', 'sampe', 'kelaperan']",nunggu sampe kelaperan,nunggu sampe kelaperan,Negatif
Pdhl udh nungguin kok jdi jam 7 sih😢,1,Pdhl sudah nungguin kok jdi jam 7 sih,pdhl sudah nungguin kok jdi jam 7 sih,"['pdhl', 'sudah', 'nungguin', 'kok', 'jdi', 'jam', '7', 'sih']","['pdhl', 'nungguin', 'jdi', 'jam', '7', 'sih']","['pdhl', 'nungguin', 'jdi', 'jam', '7', 'sih']",pdhl nungguin jdi jam 7 sih,pdhl nungguin jdi jam 7 sih,Netral
"udh masak mie buat nonton ini, tryta upload jam 7 😦😦",0,sudah masak mie buat nonton ini tryta upload jam 7,sudah masak mie buat nonton ini tryta upload jam 7,"['sudah', 'masak', 'mie', 'buat', 'nonton', 'ini', 'tryta', 'upload', 'jam', '7']","['masak', 'mie', 'nonton', 'tryta', 'upload', 'jam', '7']","['masak', 'mie', 'nonton', 'tryta', 'upload', 'jam', '7']",masak mie nonton tryta upload jam 7,masak mie nonton tryta upload jam 7,Negatif
"aduh maag ku kambuh nih, belom makan seminggu",0,aduh maag ku kambuh nih belom makan seminggu,aduh maag ku kambuh nih belom makan seminggu,"['aduh', 'maag', 'ku', 'kambuh', 'nih', 'belom', 'makan', 'seminggu']","['aduh', 'maag', 'ku', 'kambuh', 'nih', 'belom', 'makan', 'seminggu']","['aduh', 'maag', 'ku', 'kambuh', 'nih', 'bom', 'makan', 'minggu']",aduh maag ku kambuh nih bom makan minggu,aduh maag ku kambuh nih bom makan minggu,Negatif
lapar...,0,lapar,lapar,['lapar'],['lapar'],['lapar'],lapar,lapar,Negatif
ayoo cepattt,0,ayoo cepattt,ayoo cepattt,"['ayoo', 'cepattt']","['ayoo', 'cepattt']","['ayoo', 'cepattt']",ayoo cepattt,ayoo cepattt,Positif
"Episode kali ini akan menjadi bukti paling konkret, bahwasanya kita semua adalah perkumpulan orang-orang waras, yang memiliki pandangan dan pemikiran yang terbuka dan luas. Salam orang waras yang juga jenius tetapi tidak ingin sombong.",2977,Episode kali ini akan menjadi bukti paling konkret bahwasanya kita semua adalah perkumpulan orangorang waras yang memiliki pandangan dan pemikiran yang terbuka dan luas Salam orang waras yang juga jenius tetapi tidak ingin sombong,episode kali ini akan menjadi bukti paling konkret bahwasanya kita semua adalah perkumpulan orangorang waras yang memiliki pandangan dan pemikiran yang terbuka dan luas salam orang waras yang juga jenius tetapi tidak ingin sombong,"['episode', 'kali', 'ini', 'akan', 'menjadi', 'bukti', 'paling', 'konkret', 'bahwasanya', 'kita', 'semua', 'adalah', 'perkumpulan', 'orangorang', 'waras', 'yang', 'memiliki', 'pandangan', 'dan', 'pemikiran', 'yang', 'terbuka', 'dan', 'luas', 'salam', 'orang', 'waras', 'yang', 'juga', 'jenius', 'tetapi', 'tidak', 'ingin', 'sombong']","['episode', 'kali', 'bukti', 'konkret', 'perkumpulan', 'orangorang', 'waras', 'memiliki', 'pandangan', 'pemikiran', 'terbuka', 'luas', 'salam', 'orang', 'waras', 'jenius', 'sombong']","['episode', 'kali', 'bukti', 'konkret', 'kumpul', 'orangorang', 'waras', 'milik', 'pandang', 'pikir', 'buka', 'luas', 'salam', 'orang', 'waras', 'jenius', 'sombong']",episode kali bukti konkret kumpul orangorang waras milik pandang pikir buka luas salam orang waras jenius sombong,episode kali bukti konkret kumpul orangorang waras milik pandang pikir buka luas salam orang waras jenius sombong,Positif
